date,PM25,temp,ws,hum,press,distance,SO2,CO,O3,NO2,PM10
2019-02-12 AM 10:00:00,49,-0.8,1.8,48,2.8,748,0.004,0.9,0.015,0.038,75
2019-02-12 AM 11:00:00,55,0.2,2,49,3,659,0.005,0.8,0.026,0.025,81
2019-02-12 PM 12:00:00,54,0.7,2.5,52,3.3,597,0.006,0.8,0.039,0.014,82
2019-02-12 PM 1:00:00,54,1.1,2.9,46,3,594,0.006,0.8,0.042,0.014,84
2019-02-12 PM 2:00:00,58,1.5,3.5,45,3.1,674,0.006,0.8,0.045,0.014,87
2019-02-12 PM 3:00:00,49,2,3.6,44,3.1,730,0.005,0.7,0.044,0.015,77
2019-02-12 PM 4:00:00,39,2.1,4.1,41,2.9,864,0.004,0.6,0.044,0.013,65
2019-02-12 PM 5:00:00,27,1.8,3.8,35,2.4,1316,0.004,0.5,0.043,0.012,53
2019-02-12 PM 6:00:00,24,0.8,3.3,51,3.3,704,0.004,0.6,0.038,0.017,54
2019-02-12 PM 7:00:00,31,0.2,3.8,55,3.4,857,0.004,0.7,0.025,0.031,61
2019-02-12 PM 8:00:00,51,-0.1,5.1,46,2.8,1182,0.004,0.9,0.02,0.038,86
2019-02-12 PM 9:00:00,54,-0.5,5.9,40,2.4,1266,0.006,0.8,0.029,0.025,88
2019-02-12 PM 10:00:00,39,-0.8,4.8,39,2.3,1260,0.005,0.7,0.031,0.02,77
2019-02-12 PM 11:00:00,35,-1.6,2,34,1.8,1271,0.005,0.6,0.03,0.018,66
2019-02-13 AM 1:00:00,33,-2.4,2.7,36,1.8,1457,0.004,0.6,0.031,0.016,64
2019-02-13 AM 2:00:00,26,-2.8,3.4,36,1.8,1596,0.004,0.5,0.036,0.009,51
2019-02-13 AM 3:00:00,19,-3.4,3.8,33,1.6,2000,0.004,0.4,0.035,0.01,41
2019-02-13 AM 4:00:00,20,-3.7,2.7,38,1.8,2000,0.004,0.5,0.032,0.012,38
2019-02-13 AM 5:00:00,19,-4.3,3.5,36,1.6,1962,0.004,0.5,0.032,0.011,40
2019-02-13 AM 6:00:00,20,-4.7,3.1,39,1.7,1863,0.004,0.5,0.027,0.015,39
2019-02-13 AM 7:00:00,19,-4.7,2.7,32,1.4,2000,0.003,0.5,0.02,0.024,40
2019-02-13 AM 8:00:00,18,-4.4,3.9,28,1.2,2000,0.004,0.7,0.01,0.036,41
2019-02-13 AM 9:00:00,18,-3.4,4.1,31,1.5,2000,0.004,0.7,0.01,0.037,42
2019-02-13 AM 10:00:00,20,-2.9,4.3,25,1.2,2000,0.004,0.5,0.022,0.023,44
2019-02-13 AM 11:00:00,16,-1.6,3.9,26,1.4,2000,0.004,0.5,0.028,0.017,37
2019-02-13 PM 12:00:00,16,-0.9,3.7,27,1.5,2000,0.004,0.5,0.033,0.013,36
2019-02-13 PM 1:00:00,19,-0.4,4,31,1.8,2000,0.004,0.5,0.035,0.011,33
2019-02-13 PM 2:00:00,19,0.3,3.7,30,1.9,2000,0.004,0.5,0.037,0.011,36
2019-02-13 PM 3:00:00,16,0.2,5.1,25,1.6,2000,0.004,0.5,0.04,0.008,37
2019-02-13 PM 4:00:00,17,0.9,3.5,27,1.8,2000,0.004,0.4,0.04,0.009,34
2019-02-13 PM 5:00:00,18,0.2,4.2,33,2,2000,0.004,0.5,0.035,0.016,39
2019-02-13 PM 6:00:00,18,-0.8,4.4,37,2.1,2000,0.004,0.5,0.031,0.02,44
2019-02-13 PM 7:00:00,19,-1.2,3,42,2.3,2000,0.003,0.5,0.023,0.029,42
2019-02-13 PM 8:00:00,19,-1.4,3.1,43,2.4,2000,0.004,0.5,0.021,0.028,38
2019-02-13 PM 9:00:00,17,-2.4,3.2,36,1.8,2000,0.004,0.5,0.027,0.019,39
2019-02-13 PM 10:00:00,15,-3,4.3,27,1.3,2000,0.004,0.5,0.028,0.015,39
2019-02-13 PM 11:00:00,14,-3.6,3.5,30,1.4,2000,0.003,0.4,0.029,0.014,37
2019-02-14 AM 1:00:00,18,-4.3,3.5,32,1.4,1875,0.003,0.5,0.03,0.011,46
2019-02-14 AM 2:00:00,19,-4.5,3.7,31,1.4,1863,0.004,0.4,0.029,0.01,47
2019-02-14 AM 3:00:00,18,-4.8,2.8,31,1.3,1912,0.004,0.5,0.029,0.01,49
2019-02-14 AM 4:00:00,17,-4.9,3.1,34,1.5,1962,0.003,0.4,0.029,0.011,49
2019-02-14 AM 5:00:00,16,-5.4,3.4,37,1.5,1666,0.003,0.4,0.028,0.011,47
2019-02-14 AM 6:00:00,19,-5.5,3.3,37,1.5,1764,0.003,0.5,0.026,0.013,45
2019-02-14 AM 7:00:00,19,-5.6,2.8,37,1.5,1887,0.003,0.5,0.022,0.018,48
2019-02-14 AM 8:00:00,18,-5.4,2.8,36,1.5,1754,0.003,0.5,0.016,0.025,50
2019-02-14 AM 9:00:00,19,-4.4,2.5,35,1.6,1302,0.003,0.6,0.016,0.025,51
2019-02-14 AM 10:00:00,23,-2.9,1.7,33,1.6,1172,0.004,0.6,0.018,0.023,59
2019-02-14 AM 11:00:00,24,-2,2.7,37,2,1236,0.004,0.6,0.019,0.025,60
2019-02-14 PM 12:00:00,25,-0.7,3.2,30,1.7,1370,0.004,0.6,0.022,0.026,56
2019-02-14 PM 1:00:00,26,0.6,2.4,26,1.7,1230,0.004,0.6,0.025,0.025,57
2019-02-14 PM 2:00:00,25,2.3,2.5,24,1.7,1475,0.005,0.5,0.028,0.025,59
2019-02-14 PM 3:00:00,29,2.7,3.7,28,2.1,1687,0.006,0.6,0.03,0.029,64
2019-02-14 PM 4:00:00,32,2.7,2.6,25,1.8,2000,0.005,0.7,0.014,0.048,64
2019-02-14 PM 5:00:00,23,1.4,2.3,34,2.3,2000,0.004,0.7,0.021,0.037,57
2019-02-14 PM 6:00:00,28,0.5,2.5,40,2.5,2000,0.005,0.7,0.017,0.041,60
2019-02-14 PM 7:00:00,30,-0.2,1.4,42,2.5,1735,0.005,0.7,0.014,0.048,65
2019-02-14 PM 8:00:00,30,-1.2,1.4,47,2.6,1937,0.004,0.7,0.021,0.037,60
2019-02-14 PM 9:00:00,33,-1.4,3.5,39,2.2,2000,0.005,0.7,0.017,0.041,61
2019-02-14 PM 10:00:00,31,-1.3,2.7,48,2.7,2000,0.005,0.7,0.018,0.039,60
2019-02-14 PM 11:00:00,30,-1.2,2.7,49,2.8,2000,0.005,0.6,0.025,0.029,56
2019-02-15 AM 1:00:00,26,-1.1,2.6,56,3.2,2000,0.005,0.6,0.024,0.028,47
2019-02-15 AM 2:00:00,31,-1.1,0.6,52,2.9,2000,0.005,0.7,0.021,0.03,52
2019-02-15 AM 3:00:00,34,-1,3.4,55,3.1,1308,0.005,0.6,0.022,0.028,54
2019-02-15 AM 4:00:00,29,-2.1,2.2,81,4.2,1332,0.004,0.5,0.026,0.023,52
2019-02-15 AM 5:00:00,17,-2.1,0.9,90,4.7,396,0.004,0.4,0.034,0.014,34
2019-02-15 AM 6:00:00,14,-2.6,2.5,85,4.3,1143,0.003,0.4,0.036,0.011,32
2019-02-15 AM 7:00:00,13,-2.8,0.9,93,4.6,253,0.003,0.4,0.033,0.013,30
2019-02-15 AM 8:00:00,12,-2.8,0.8,94,4.7,581,0.002,0.4,0.025,0.021,24
2019-02-15 AM 9:00:00,12,-2.5,1.4,95,4.9,401,0.002,0.5,0.018,0.029,26
2019-02-15 AM 10:00:00,18,-1.2,0.7,88,4.9,568,0.003,0.5,0.019,0.031,31
2019-02-15 AM 11:00:00,24,-0.1,1.6,79,4.8,1495,0.003,0.5,0.021,0.032,39
2019-02-15 PM 12:00:00,23,-0.4,2.2,85,5,435,0.003,0.4,0.029,0.023,40
2019-02-15 PM 1:00:00,16,0,1.6,81,5,1963,0.005,0.4,0.035,0.015,28
2019-02-15 PM 2:00:00,19,0.3,3.7,82,5.1,1464,0.006,0.5,0.023,0.031,29
2019-02-15 PM 3:00:00,28,0.4,3.7,87,5.5,738,0.004,0.6,0.015,0.038,44
2019-02-15 PM 4:00:00,25,0.3,2.5,94,5.9,221,0.004,0.5,0.016,0.035,43
2019-02-15 PM 5:00:00,28,0.9,3.2,98,6.4,265,0.004,0.5,0.017,0.035,43
2019-02-15 PM 6:00:00,26,1.2,4.3,84,5.6,667,0.004,0.6,0.022,0.027,38
2019-02-15 PM 7:00:00,35,0,4.3,77,4.7,953,0.003,0.7,0.024,0.025,50
2019-02-15 PM 8:00:00,32,-0.5,4.5,78,4.6,796,0.003,0.7,0.027,0.024,48
2019-02-15 PM 9:00:00,36,-1,5.1,79,4.5,883,0.003,0.7,0.025,0.025,52
2019-02-15 PM 10:00:00,35,-1.2,3.8,82,4.6,624,0.003,0.7,0.027,0.019,52
2019-02-15 PM 11:00:00,34,-1.5,4,76,4.2,877,0.003,0.6,0.027,0.019,47
2019-02-16 AM 1:00:00,34,-1.8,3.7,78,4.2,762,0.003,0.6,0.03,0.013,43
2019-02-16 AM 2:00:00,35,-2.2,3.9,81,4.2,560,0.003,0.6,0.032,0.012,49
2019-02-16 AM 3:00:00,42,-2.7,3.2,80,4,477,0.003,0.7,0.034,0.009,55
2019-02-16 AM 4:00:00,45,-2.9,3.3,77,3.8,539,0.003,0.7,0.036,0.009,59
2019-02-16 AM 5:00:00,47,-3.2,3.7,75,3.6,592,0.003,0.7,0.034,0.01,62
2019-02-16 AM 6:00:00,47,-3.3,4.7,73,3.5,626,0.003,0.8,0.03,0.013,63
2019-02-16 AM 7:00:00,49,-3.9,4.2,68,3.1,653,0.003,0.8,0.025,0.016,66
2019-02-16 AM 8:00:00,54,-4.5,4.4,67,2.9,689,0.003,0.9,0.017,0.023,71
2019-02-16 AM 9:00:00,54,-4.3,4.7,67,3,717,0.003,0.9,0.017,0.023,73
2019-02-16 AM 10:00:00,56,-3.7,4.7,63,2.9,753,0.004,0.8,0.023,0.017,78
2019-02-16 AM 11:00:00,50,-3,2.9,63,3.1,747,0.005,0.8,0.028,0.013,74
2019-02-16 PM 12:00:00,49,-2.1,2.8,60,3.1,806,0.005,0.8,0.032,0.013,70
2019-02-16 PM 1:00:00,51,-1.3,4,56,3.1,926,0.005,0.8,0.036,0.013,67
2019-02-16 PM 2:00:00,53,-0.8,4.6,52,3,855,0.005,0.8,0.039,0.013,71
2019-02-16 PM 3:00:00,52,-0.2,3.6,51,3.1,852,0.005,0.8,0.041,0.013,71
2019-02-16 PM 4:00:00,55,-0.4,4.4,53,3.1,777,0.005,0.8,0.044,0.014,75
2019-02-16 PM 5:00:00,55,-0.7,4.6,54,3.1,743,0.005,0.8,0.044,0.015,73
2019-02-16 PM 6:00:00,52,-1,3.5,56,3.2,788,0.004,0.8,0.043,0.018,73
2019-02-16 PM 7:00:00,53,-1.3,2.6,62,3.5,745,0.004,0.9,0.033,0.026,71
2019-02-16 PM 8:00:00,51,-1.6,4.5,53,2.9,1095,0.004,0.8,0.03,0.026,70
2019-02-16 PM 9:00:00,48,-2.1,5.8,51,2.7,1328,0.003,0.7,0.034,0.02,68
2019-02-16 PM 10:00:00,43,-2.7,5.8,53,2.7,1605,0.004,0.6,0.036,0.015,59
2019-02-16 PM 11:00:00,31,-3.3,5.6,50,2.4,1987,0.003,0.5,0.034,0.014,47
2019-02-17 AM 1:00:00,24,-4,3.9,55,2.5,1811,0.003,0.5,0.032,0.013,35
2019-02-17 AM 2:00:00,22,-4.1,2.9,54,2.4,2000,0.003,0.5,0.032,0.013,35
2019-02-17 AM 3:00:00,22,-4.4,1.1,58,2.6,1962,0.003,0.5,0.026,0.018,37
2019-02-17 AM 4:00:00,22,-4.8,1.2,61,2.6,1645,0.002,0.6,0.02,0.023,34
2019-02-17 AM 5:00:00,22,-4.3,1.6,58,2.6,2000,0.003,0.6,0.017,0.027,34
2019-02-17 AM 6:00:00,20,-4.1,1.9,60,2.7,2000,0.003,0.6,0.014,0.031,33
2019-02-17 AM 7:00:00,18,-4.3,2,64,2.8,2000,0.002,0.6,0.008,0.039,32
2019-02-17 AM 8:00:00,20,-4.1,3,62,2.8,1644,0.003,0.9,0.002,0.049,32
2019-02-17 AM 9:00:00,20,-3,3.1,64,3.1,1830,0.003,0.7,0.012,0.036,33
2019-02-17 AM 10:00:00,17,-2.4,3.6,57,2.9,1962,0.004,0.6,0.022,0.02,34
2019-02-17 AM 11:00:00,24,-1.1,3.4,45,2.5,2000,0.004,0.6,0.03,0.014,41
2019-02-17 PM 12:00:00,23,0,3.1,35,2.1,2000,0.004,0.5,0.036,0.01,37
2019-02-17 PM 1:00:00,25,0.8,2.7,35,2.3,2000,0.004,0.6,0.038,0.009,37
2019-02-17 PM 2:00:00,27,1.3,3.9,34,2.3,2000,0.004,0.5,0.04,0.009,40
2019-02-17 PM 3:00:00,24,2.6,3.5,42,3.1,2000,0.004,0.6,0.042,0.01,39
2019-02-17 PM 4:00:00,24,2.2,3.3,37,2.6,2000,0.004,0.5,0.044,0.009,41
2019-02-17 PM 5:00:00,21,1.8,3.2,37,2.6,1951,0.004,0.6,0.043,0.011,40
2019-02-17 PM 6:00:00,22,0.7,2.7,57,3.7,2000,0.004,0.5,0.042,0.013,42
2019-02-17 PM 7:00:00,20,0.2,2.6,59,3.7,2000,0.004,0.5,0.039,0.015,42
2019-02-17 PM 8:00:00,19,0.2,2.7,64,4,2000,0.004,0.5,0.028,0.026,39
2019-02-17 PM 9:00:00,17,0.1,2.4,68,4.2,2000,0.004,0.5,0.022,0.03,35
2019-02-17 PM 10:00:00,14,-0.1,4.4,55,3.3,2000,0.003,0.7,0.01,0.044,31
2019-02-17 PM 11:00:00,16,-0.7,2,60,3.5,2000,0.003,0.7,0.007,0.048,32
2019-02-18 AM 1:00:00,19,-1.5,1.3,64,3.5,1830,0.003,0.7,0.002,0.051,33
2019-02-18 AM 2:00:00,18,-1.8,0.6,66,3.5,1950,0.003,0.7,0.003,0.046,33
2019-02-18 AM 3:00:00,21,-2,2.3,76,4,1572,0.003,0.8,0.003,0.046,37
2019-02-18 AM 4:00:00,20,-2.1,2.7,54,2.8,2000,0.003,0.5,0.013,0.03,34
2019-02-18 AM 5:00:00,16,-2.6,2,52,2.6,2000,0.003,0.5,0.019,0.025,30
2019-02-18 AM 6:00:00,14,-2.9,0.7,50,2.5,2000,0.003,0.5,0.017,0.024,31
2019-02-18 AM 7:00:00,18,-3,0.8,52,2.6,2000,0.003,0.7,0.007,0.036,33
2019-02-18 AM 8:00:00,22,-3.2,0.4,52,2.5,2000,0.004,1,0.002,0.051,41
2019-02-18 AM 9:00:00,29,-0.6,1.1,50,2.9,1715,0.003,0.8,0.005,0.041,45
2019-02-18 AM 10:00:00,28,1.5,0.8,38,2.6,1753,0.004,0.9,0.005,0.044,48
2019-02-18 AM 11:00:00,30,1.4,2,45,3,1243,0.004,0.7,0.01,0.043,49
2019-02-18 PM 12:00:00,24,2.6,2.3,43,3.2,1521,0.005,0.6,0.02,0.032,40
2019-02-18 PM 1:00:00,24,3.5,1.9,37,2.9,1478,0.005,0.5,0.022,0.032,42
2019-02-18 PM 2:00:00,25,3.5,3.3,42,3.3,1460,0.004,0.5,0.031,0.023,42
2019-02-18 PM 3:00:00,20,3.2,2.4,45,3.5,1715,0.004,0.5,0.036,0.018,38
2019-02-18 PM 4:00:00,25,2.8,3.1,54,4,1937,0.005,0.5,0.029,0.027,44
2019-02-18 PM 5:00:00,27,2.1,2.8,60,4.3,1800,0.004,0.6,0.025,0.03,51
2019-02-18 PM 6:00:00,31,1.7,1.9,61,4.2,1962,0.004,0.6,0.018,0.036,52
2019-02-18 PM 7:00:00,33,1.5,2.2,65,4.4,1834,0.004,0.8,0.014,0.04,57
2019-02-18 PM 8:00:00,38,1.5,2,64,4.4,1686,0.005,0.7,0.011,0.041,60
2019-02-18 PM 9:00:00,40,1.4,2.5,67,4.5,1615,0.004,0.7,0.005,0.05,66
2019-02-18 PM 10:00:00,46,1.3,2.1,74,5,1705,0.005,0.8,0.006,0.047,72
2019-02-18 PM 11:00:00,43,1.3,1.8,76,5.1,1277,0.004,0.7,0.006,0.045,66
2019-02-19 AM 1:00:00,31,1.4,0.9,61,4.1,1195,0.004,0.6,0.018,0.029,51
2019-02-19 AM 2:00:00,24,1.5,1.6,64,4.4,992,0.004,0.5,0.02,0.027,42
2019-02-19 AM 3:00:00,30,1,0.6,73,4.8,432,0.004,0.6,0.017,0.028,46
2019-02-19 AM 4:00:00,28,-0.1,2.5,89,5.4,370,0.004,0.6,0.019,0.025,45
2019-02-19 AM 5:00:00,26,0.1,1.2,94,5.8,297,0.003,0.6,0.016,0.024,45
2019-02-19 AM 6:00:00,27,0.2,4.4,94,5.8,283,0.003,0.6,0.01,0.027,43
2019-02-19 AM 7:00:00,27,0.2,2.8,94,5.8,240,0.003,0.7,0.003,0.04,44
2019-02-19 AM 8:00:00,32,0.2,3,96,6,147,0.003,0.6,0.003,0.038,46
2019-02-19 AM 9:00:00,32,0.2,2.5,97,6,41,0.003,0.6,0.004,0.033,45
2019-02-19 AM 10:00:00,35,0.2,3.2,98,6.1,30,0.003,0.6,0.008,0.029,46
2019-02-19 AM 11:00:00,31,0.3,4,99,6.2,64,0.003,0.5,0.02,0.017,42
2019-02-19 PM 12:00:00,25,0.7,3.5,98,6.3,170,0.003,0.5,0.023,0.017,33
2019-02-19 PM 1:00:00,23,1,2.5,96,6.3,242,0.003,0.5,0.027,0.014,34
2019-02-19 PM 2:00:00,23,1.7,3.4,90,6.2,413,0.003,0.5,0.027,0.014,34
2019-02-19 PM 3:00:00,27,2.5,2.5,83,6.1,545,0.003,0.5,0.027,0.018,36
2019-02-19 PM 4:00:00,31,3.4,2.8,77,6,938,0.004,0.5,0.031,0.014,41
2019-02-19 PM 5:00:00,26,3,3.7,82,6.2,1140,0.003,0.5,0.032,0.017,36
2019-02-19 PM 6:00:00,26,2.2,3.3,85,6.1,1235,0.003,0.6,0.032,0.021,38
2019-02-19 PM 7:00:00,23,2.2,2.3,83,6,1284,0.003,0.5,0.032,0.019,37
2019-02-19 PM 8:00:00,23,2.2,3.7,82,5.9,1390,0.003,0.7,0.019,0.035,33
2019-02-19 PM 9:00:00,27,2.1,2.8,83,5.9,1173,0.003,0.8,0.012,0.04,41
2019-02-19 PM 10:00:00,26,1.8,3.3,80,5.6,1428,0.003,0.6,0.023,0.024,36
2019-02-19 PM 11:00:00,24,1.6,4,82,5.6,1113,0.003,0.9,0.007,0.044,35
2019-02-20 AM 1:00:00,23,1.1,3.8,84,5.6,1354,0.003,0.6,0.027,0.016,31
2019-02-20 AM 2:00:00,21,1.3,3.3,84,5.6,823,0.003,0.6,0.03,0.013,27
2019-02-20 AM 3:00:00,18,1.2,4.8,82,5.5,981,0.003,0.5,0.031,0.012,24
2019-02-20 AM 4:00:00,20,1,4.5,76,5,877,0.003,0.5,0.039,0.008,25
2019-02-20 AM 5:00:00,25,1,3.2,74,4.9,980,0.003,0.5,0.036,0.012,35
2019-02-20 AM 6:00:00,27,1,3.2,79,5.2,664,0.003,0.5,0.027,0.021,33
2019-02-20 AM 7:00:00,32,1.1,2.1,83,5.5,555,0.003,0.6,0.016,0.031,41
2019-02-20 AM 8:00:00,33,1.1,2.3,83,5.5,517,0.003,0.6,0.015,0.035,44
2019-02-20 AM 9:00:00,41,1.5,1.9,78,5.3,629,0.003,0.7,0.006,0.047,52
2019-02-20 AM 10:00:00,52,2.3,3.5,73,5.3,475,0.003,0.7,0.017,0.038,69
2019-02-20 AM 11:00:00,51,2.9,3.6,68,5.1,369,0.003,0.7,0.033,0.02,72
2019-02-20 PM 12:00:00,62,3.1,5.1,68,5.2,337,0.003,0.8,0.033,0.02,81
2019-02-20 PM 1:00:00,70,3.5,3.7,63,5,355,0.004,0.8,0.036,0.018,87
2019-02-20 PM 2:00:00,75,4.4,4.1,56,4.7,395,0.004,0.8,0.038,0.016,93
2019-02-20 PM 3:00:00,68,4.1,4.8,60,4.9,386,0.004,0.8,0.039,0.017,86
2019-02-20 PM 4:00:00,65,4.5,3.7,56,4.7,414,0.003,0.8,0.041,0.015,88
2019-02-20 PM 5:00:00,64,3.8,3.5,62,5,398,0.003,0.8,0.039,0.02,93
2019-02-20 PM 6:00:00,61,3,3.3,69,5.2,359,0.003,0.8,0.037,0.023,92
2019-02-20 PM 7:00:00,61,2.5,2.9,76,5.6,342,0.003,0.8,0.029,0.03,92
2019-02-20 PM 8:00:00,47,2.1,2,77,5.5,357,0.003,0.9,0.021,0.038,87
2019-02-20 PM 9:00:00,60,2,3.1,72,5.1,381,0.003,0.9,0.019,0.041,90
2019-02-20 PM 10:00:00,59,1.5,2.7,77,5.2,319,0.004,0.9,0.036,0.023,87
2019-02-20 PM 11:00:00,58,0.9,2.5,70,4.6,373,0.004,0.8,0.035,0.022,80
2019-02-21 AM 1:00:00,44,0.2,2.9,64,4,653,0.004,0.7,0.031,0.024,61
2019-02-21 AM 2:00:00,48,-0.2,2.1,64,3.8,656,0.004,0.8,0.023,0.029,65
2019-02-21 AM 3:00:00,48,-0.7,1,70,4.1,509,0.004,0.8,0.02,0.034,68
2019-02-21 AM 4:00:00,52,-0.8,1.8,68,3.9,620,0.004,0.7,0.027,0.025,71
2019-02-21 AM 5:00:00,50,-0.5,2.5,70,4.1,412,0.004,0.7,0.017,0.033,72
2019-02-21 AM 6:00:00,51,-0.4,2,77,4.6,409,0.003,0.9,0.008,0.044,75
2019-02-21 AM 7:00:00,51,-1,2,77,4.4,400,0.003,0.9,0.009,0.041,76
2019-02-21 AM 8:00:00,50,-1.1,1.4,70,4,418,0.003,1,0.004,0.05,79
2019-02-21 AM 9:00:00,54,0.8,0.7,65,4.2,407,0.003,1.2,0.004,0.049,84
2019-02-21 AM 10:00:00,57,1.7,2.3,59,4.1,529,0.004,1,0.012,0.041,87
2019-02-21 AM 11:00:00,53,2.5,2.5,60,4.4,512,0.005,0.8,0.019,0.036,77
2019-02-21 PM 12:00:00,51,3.7,2.4,47,3.8,753,0.005,0.7,0.036,0.018,76
2019-02-21 PM 1:00:00,48,4.6,2.9,47,4,735,0.005,0.8,0.043,0.02,75
2019-02-21 PM 2:00:00,67,5.9,1.9,49,4.5,634,0.005,0.7,0.05,0.022,90
2019-02-21 PM 3:00:00,57,6.3,2.9,51,4.9,781,0.005,0.7,0.048,0.018,76
2019-02-21 PM 4:00:00,51,5.9,3.2,54,5,808,0.004,0.6,0.048,0.015,72
2019-02-21 PM 5:00:00,42,5.2,3.6,54,4.8,838,0.004,0.7,0.041,0.019,66
2019-02-21 PM 6:00:00,46,3.9,2.9,52,4.2,875,0.004,0.8,0.034,0.025,65
2019-02-21 PM 7:00:00,43,2.7,1.2,58,4.3,712,0.003,0.7,0.026,0.034,68
2019-02-21 PM 8:00:00,49,1.9,0.5,59,4.2,684,0.003,0.7,0.022,0.04,72
2019-02-21 PM 9:00:00,46,2,1.8,66,4.7,592,0.003,0.8,0.013,0.048,80
2019-02-21 PM 10:00:00,55,1.7,1.9,74,5.1,493,0.003,0.9,0.009,0.052,80
2019-02-21 PM 11:00:00,59,1.3,0.5,81,5.4,398,0.003,1,0.006,0.056,86
2019-02-22 AM 1:00:00,50,0.6,2,79,5,396,0.003,1,0.002,0.06,79
2019-02-22 AM 2:00:00,60,0.6,2.3,91,5.8,239,0.003,1,0.002,0.055,82
2019-02-22 AM 3:00:00,63,0.6,1,91,5.8,254,0.003,1,0.003,0.049,93
2019-02-22 AM 4:00:00,59,0.2,2.3,92,5.7,212,0.003,1.3,0.001,0.052,92
2019-02-22 AM 5:00:00,64,0.2,3.3,79,4.9,414,0.003,0.9,0.003,0.044,88
2019-02-22 AM 6:00:00,64,0.2,2.6,62,3.8,696,0.003,0.9,0.005,0.038,86
2019-02-22 AM 7:00:00,58,-0.3,2.1,73,4.4,465,0.004,0.9,0.005,0.04,83
2019-02-22 AM 8:00:00,61,-0.7,2.6,84,4.9,255,0.003,1,0.005,0.04,81
2019-02-22 AM 9:00:00,68,0.4,2.5,77,4.9,280,0.004,1,0.004,0.037,92
2019-02-22 AM 10:00:00,76,2.2,1.9,65,4.6,350,0.004,0.9,0.007,0.034,94
2019-02-22 AM 11:00:00,65,3.2,2.9,64,4.9,325,0.004,0.8,0.013,0.032,94
2019-02-22 PM 12:00:00,57,4.7,3.5,54,4.6,483,0.005,0.6,0.028,0.025,77
2019-02-22 PM 1:00:00,37,6.1,3,40,3.8,830,0.005,0.5,0.043,0.015,61
2019-02-22 PM 2:00:00,36,7,3.7,40,4,903,0.005,0.5,0.049,0.017,59
2019-02-22 PM 3:00:00,42,7.7,3,39,4.1,1102,0.005,0.6,0.047,0.018,69
2019-02-22 PM 4:00:00,34,8.2,3.1,40,4.3,1133,0.005,0.5,0.047,0.016,63
2019-02-22 PM 5:00:00,31,6.7,3.5,46,4.5,1272,0.004,0.5,0.048,0.016,56
2019-02-22 PM 6:00:00,33,5,2.6,54,4.7,1038,0.004,0.6,0.04,0.024,58
2019-02-22 PM 7:00:00,35,3.9,0.6,65,5.3,804,0.003,0.6,0.029,0.034,58
2019-02-22 PM 8:00:00,37,3.2,1.5,76,5.8,461,0.003,0.7,0.026,0.037,64
2019-02-22 PM 9:00:00,42,2.9,1.3,84,6.3,297,0.003,0.7,0.027,0.033,67
2019-02-22 PM 10:00:00,40,2.8,1.1,84,6.2,285,0.003,0.7,0.022,0.039,64
2019-02-22 PM 11:00:00,45,3,1,79,6,307,0.003,0.8,0.027,0.032,64
2019-02-23 AM 1:00:00,36,3.5,1.5,65,5.1,477,0.004,1,0.002,0.06,73
2019-02-23 AM 2:00:00,55,2.5,1.6,86,6.2,199,0.004,1.1,0.002,0.059,77
2019-02-23 AM 3:00:00,47,2.2,0.9,85,6.1,218,0.004,1,0.002,0.054,83
2019-02-23 AM 4:00:00,51,1.9,0.6,87,6.1,234,0.003,0.9,0.009,0.045,84
2019-02-23 AM 5:00:00,64,1.6,0.2,88,6.1,193,0.003,0.9,0.003,0.049,88
2019-02-23 AM 6:00:00,60,1.2,0.8,92,6.1,188,0.004,0.9,0.009,0.041,86
2019-02-23 AM 7:00:00,68,1.3,1.1,81,5.4,306,0.003,0.9,0.013,0.03,85
2019-02-23 AM 8:00:00,57,1.4,1,81,5.5,279,0.004,0.9,0.009,0.032,82
2019-02-23 AM 9:00:00,57,2.5,1.2,75,5.5,299,0.004,0.9,0.009,0.033,80
2019-02-23 AM 10:00:00,55,5.1,3,53,4.6,563,0.004,0.9,0.007,0.037,82
2019-02-23 AM 11:00:00,55,7.6,4.6,35,3.6,1021,0.005,0.8,0.019,0.034,85
2019-02-23 PM 12:00:00,46,9.8,3.2,24,2.9,1799,0.005,0.7,0.022,0.036,71
2019-02-23 PM 1:00:00,25,10.8,2,40,5.2,522,0.004,0.5,0.034,0.024,50
2019-02-23 PM 2:00:00,19,12,2.6,38,5.3,644,0.004,0.4,0.04,0.018,36
2019-02-23 PM 3:00:00,23,12.6,2.5,34,5,912,0.004,0.4,0.04,0.018,35
2019-02-23 PM 4:00:00,22,13,1.6,21,3.1,1430,0.003,0.4,0.04,0.019,36
2019-02-23 PM 5:00:00,23,11.8,1.8,37,5.1,874,0.003,0.4,0.038,0.022,38
2019-02-23 PM 6:00:00,28,9.3,2.4,42,4.9,952,0.004,0.7,0.03,0.034,50
2019-02-23 PM 7:00:00,41,8.1,1.3,41,4.4,813,0.004,0.7,0.018,0.046,64
2019-02-23 PM 8:00:00,38,7.7,2.1,34,3.6,1390,0.003,0.7,0.009,0.058,72
2019-02-23 PM 9:00:00,46,7,1.5,40,4,1080,0.004,0.8,0.004,0.063,69
2019-02-23 PM 10:00:00,49,6.5,2,43,4.2,1111,0.004,1,0.002,0.067,72
2019-02-23 PM 11:00:00,47,6.2,2.2,54,5.1,728,0.004,1,0.002,0.068,72
